Airline,Source,Destination,Total_Stops,Price,Journey_day,Journey_month,Journey_year,hours,minutes,Arrival_hour,Arrival_min,duration_mins,duration_hours
SpiceJet,Kolkata,Banglore,0.0,3841,18,4,2019,22,20,0,40,20,2
GoAir,Kolkata,Banglore,1.0,7335,18,5,2019,23,30,7,45,15,8
Jet Airways,Delhi,Cochin,1.0,10262,1,6,2019,17,30,12,35,5,19
Air India,Banglore,New Delhi,2.0,8534,15,3,2019,17,0,22,55,55,29
IndiGo,Delhi,Cochin,1.0,8025,6,3,2019,2,0,7,45,45,5
Jet Airways,Mumbai,Hyderabad,0.0,5678,15,3,2019,15,50,17,20,30,1
IndiGo,Delhi,Cochin,1.0,6218,21,3,2019,10,45,15,30,45,4
IndiGo,Banglore,New Delhi,0.0,5734,21,3,2019,6,0,8,45,45,2
IndiGo,Kolkata,Banglore,0.0,4804,18,5,2019,15,15,17,45,30,2
Multiple carriers,Delhi,Cochin,1.0,15078,6,3,2019,9,0,15,30,30,6
Jet Airways,Kolkata,Banglore,1.0,10844,18,5,2019,5,45,16,20,35,10
IndiGo,Delhi,Cochin,1.0,6314,21,3,2019,4,45,21,0,15,16
SpiceJet,Kolkata,Banglore,0.0,4174,21,4,2019,6,55,9,30,35,2
IndiGo,Banglore,New Delhi,0.0,6860,9,3,2019,10,30,13,20,50,2
IndiGo,Banglore,Delhi,0.0,4823,18,5,2019,8,30,11,20,50,2
SpiceJet,Chennai,Kolkata,0.0,3597,24,5,2019,9,45,12,0,15,2
Jet Airways,Delhi,Cochin,2.0,15129,21,5,2019,13,25,19,0,35,29
Jet Airways,Delhi,Cochin,2.0,13344,27,6,2019,5,30,12,35,5,7
SpiceJet,Kolkata,Banglore,0.0,4174,18,4,2019,22,20,0,40,20,2
Jet Airways,Banglore,New Delhi,1.0,16757,6,3,2019,9,45,14,25,40,4
Multiple carriers,Delhi,Cochin,1.0,7005,27,5,2019,10,20,21,0,40,10
Vistara,Kolkata,Banglore,1.0,9345,21,5,2019,20,20,20,20,0,24
Multiple carriers,Delhi,Cochin,1.0,8085,21,3,2019,10,0,21,0,0,11
Air India,Banglore,New Delhi,2.0,17345,1,3,2019,8,50,23,55,5,15
Air India,Delhi,Cochin,2.0,13696,18,5,2019,12,55,19,15,20,30
Jet Airways,Delhi,Cochin,2.0,10368,6,6,2019,9,40,19,0,20,9
IndiGo,Banglore,Delhi,0.0,4423,6,4,2019,10,30,13,20,50,2
IndiGo,Mumbai,Hyderabad,0.0,3342,21,3,2019,12,0,13,25,25,1
Multiple carriers,Delhi,Cochin,1.0,9646,15,5,2019,13,5,22,30,25,9
IndiGo,Mumbai,Hyderabad,0.0,2754,24,6,2019,1,40,3,10,30,1
Jet Airways,Delhi,Cochin,1.0,11848,9,3,2019,0,20,4,25,5,28
Air India,Delhi,Cochin,2.0,16373,9,3,2019,22,0,19,15,15,21
Jet Airways,Banglore,Delhi,0.0,8016,12,6,2019,8,20,11,20,0,3
Jet Airways,Banglore,New Delhi,1.0,13555,18,3,2019,14,5,20,20,15,6
Jet Airways,Delhi,Cochin,2.0,13376,15,6,2019,14,35,12,35,0,22
Jet Airways,Kolkata,Banglore,1.0,14781,21,5,2019,6,30,18,15,45,11
Jet Airways,Kolkata,Banglore,1.0,12692,12,6,2019,17,0,18,0,0,25
Jet Airways,Kolkata,Banglore,1.0,13759,24,3,2019,8,25,12,0,35,27
SpiceJet,Delhi,Cochin,1.0,6297,18,5,2019,6,5,11,20,15,5
Jet Airways,Kolkata,Banglore,1.0,10844,15,5,2019,21,10,19,50,40,22
Jet Airways,Delhi,Cochin,1.0,5406,6,4,2019,7,5,12,35,30,5
Jet Airways,Banglore,New Delhi,1.0,31825,1,3,2019,18,40,9,0,20,14
Jet Airways,Delhi,Cochin,1.0,12373,18,5,2019,21,50,12,35,45,14
Jet Airways,Banglore,Delhi,0.0,7754,21,6,2019,19,50,22,50,0,3
Multiple carriers,Delhi,Cochin,1.0,8476,18,5,2019,8,45,19,15,30,10
Jet Airways,Banglore,New Delhi,1.0,7832,21,3,2019,8,0,15,15,15,7
SpiceJet,Kolkata,Banglore,0.0,3841,18,6,2019,9,0,11,25,25,2
IndiGo,Delhi,Cochin,1.0,5073,3,4,2019,10,35,15,35,0,5
Jet Airways,Kolkata,Banglore,1.0,14781,6,5,2019,16,30,22,35,5,6
Jet Airways,Delhi,Cochin,1.0,10262,24,6,2019,17,30,19,0,30,25
Jet Airways,Banglore,New Delhi,1.0,26890,1,3,2019,5,45,15,15,30,9
Air Asia,Delhi,Cochin,1.0,6151,27,3,2019,7,55,15,45,50,7
Air India,Delhi,Cochin,2.0,14588,27,5,2019,7,10,7,40,30,24
IndiGo,Delhi,Cochin,1.0,5073,3,4,2019,20,25,1,30,5,5
Jet Airways,Delhi,Cochin,1.0,12373,18,5,2019,19,45,19,0,15,23
Jet Airways,Delhi,Cochin,1.0,15764,9,3,2019,21,50,18,50,0,21
Air India,Delhi,Cochin,2.0,9443,24,6,2019,19,45,19,15,30,23
Air India,Delhi,Cochin,2.0,11753,6,6,2019,10,55,7,40,45,20
IndiGo,Banglore,Delhi,0.0,3943,3,5,2019,1,30,4,15,45,2
Jet Airways,Delhi,Cochin,2.0,13376,24,6,2019,6,45,4,25,40,21
Multiple carriers,Delhi,Cochin,1.0,15078,3,3,2019,8,0,15,30,30,7
Jet Airways,Kolkata,Banglore,1.0,10539,6,6,2019,20,25,9,45,20,13
Jet Airways,Kolkata,Banglore,1.0,14571,24,5,2019,16,30,4,40,10,12
GoAir,Banglore,Delhi,0.0,4632,6,4,2019,7,45,10,40,55,2
Jet Airways,Delhi,Cochin,2.0,13292,3,6,2019,9,35,12,35,0,27
IndiGo,Kolkata,Banglore,1.0,7252,6,5,2019,21,0,2,15,15,5
IndiGo,Chennai,Kolkata,0.0,3858,18,3,2019,11,35,14,0,25,2
Air India,Kolkata,Banglore,2.0,15532,15,5,2019,9,25,13,45,20,28
Vistara,Banglore,Delhi,0.0,4878,1,6,2019,19,30,22,15,45,2
Air India,Kolkata,Banglore,1.0,10623,18,5,2019,17,30,20,25,55,26
Multiple carriers,Delhi,Cochin,2.0,16840,15,5,2019,15,5,1,30,25,10
Air India,Delhi,Cochin,2.0,13591,1,6,2019,14,25,19,15,50,28
IndiGo,Mumbai,Hyderabad,0.0,3175,6,3,2019,2,30,4,0,30,1
Jet Airways,Delhi,Cochin,1.0,10262,24,6,2019,17,30,12,35,5,19
Vistara,Banglore,Delhi,0.0,4668,12,6,2019,9,45,12,35,50,2
Multiple carriers,Delhi,Cochin,1.0,9794,21,5,2019,8,45,19,0,15,10
Jet Airways,Kolkata,Banglore,1.0,12121,9,5,2019,9,35,9,45,10,24
Air India,Delhi,Cochin,1.0,8372,9,5,2019,13,0,19,15,15,6
Jet Airways,Delhi,Cochin,1.0,12898,27,5,2019,20,55,4,25,30,7
Multiple carriers,Delhi,Cochin,1.0,9103,27,5,2019,11,25,19,0,35,7
Jet Airways,Banglore,Delhi,0.0,5769,24,6,2019,15,15,18,10,55,2
Air India,Mumbai,Hyderabad,3.0,18293,12,3,2019,9,40,15,15,35,29
Air India,Delhi,Cochin,2.0,19681,9,3,2019,20,15,19,15,0,23
Vistara,Banglore,Delhi,0.0,4878,3,6,2019,19,30,22,15,45,2
Multiple carriers,Delhi,Cochin,1.0,13727,15,5,2019,13,0,1,30,30,12
Jet Airways,Kolkata,Banglore,1.0,9314,1,5,2019,17,0,18,0,0,25
Air India,Kolkata,Banglore,0.0,4460,12,4,2019,20,45,23,20,35,2
Multiple carriers,Delhi,Cochin,1.0,14277,21,5,2019,8,0,21,0,0,13
Jet Airways,Delhi,Cochin,1.0,10262,9,6,2019,17,30,4,25,55,10
SpiceJet,Kolkata,Banglore,0.0,3873,27,4,2019,22,20,0,40,20,2
Air Asia,Banglore,Delhi,0.0,3383,9,5,2019,11,10,13,55,45,2
Jet Airways,Delhi,Cochin,1.0,10262,27,6,2019,16,0,19,0,0,27
SpiceJet,Kolkata,Banglore,0.0,3873,3,4,2019,9,0,11,25,25,2
Multiple carriers,Delhi,Cochin,1.0,7695,21,3,2019,15,15,1,35,20,10
Air India,Delhi,Cochin,1.0,8907,27,6,2019,13,30,23,0,30,9
Jet Airways,Banglore,New Delhi,1.0,25735,1,3,2019,22,50,21,20,30,22
Jet Airways,Banglore,Delhi,0.0,7229,6,4,2019,19,50,22,50,0,3
IndiGo,Delhi,Cochin,1.0,10518,9,3,2019,4,45,21,0,15,16
Jet Airways,Kolkata,Banglore,1.0,10844,9,6,2019,6,30,16,20,50,9
IndiGo,Banglore,Delhi,0.0,4823,3,6,2019,18,25,21,20,55,2
Jet Airways,Banglore,Delhi,0.0,7229,18,4,2019,18,55,22,0,5,3
Air Asia,Delhi,Cochin,1.0,6151,27,3,2019,16,45,7,10,25,14
Air India,Delhi,Cochin,2.0,12865,6,3,2019,13,5,9,25,20,20
IndiGo,Kolkata,Banglore,1.0,4150,24,3,2019,4,15,9,50,35,5
Jet Airways,Banglore,Delhi,0.0,8016,1,6,2019,19,50,22,50,0,3
Multiple carriers,Delhi,Cochin,1.0,9103,15,5,2019,4,55,12,35,40,7
Multiple carriers,Delhi,Cochin,1.0,13259,3,6,2019,6,0,19,0,0,13
SpiceJet,Banglore,Delhi,0.0,3257,3,6,2019,21,10,0,5,55,2
Jet Airways,Delhi,Cochin,1.0,6017,27,3,2019,11,30,18,50,20,7
Air India,Mumbai,Hyderabad,0.0,3100,21,5,2019,21,5,22,25,20,1
Multiple carriers,Delhi,Cochin,1.0,5797,24,6,2019,17,45,1,30,45,7
Vistara,Kolkata,Banglore,1.0,13152,24,3,2019,7,10,20,25,15,13
IndiGo,Delhi,Cochin,1.0,5883,15,6,2019,18,35,1,30,55,6
Air India,Banglore,New Delhi,1.0,12389,3,3,2019,5,50,12,55,5,7
Air Asia,Banglore,Delhi,0.0,3383,24,5,2019,11,10,13,55,45,2
Air India,Mumbai,Hyderabad,0.0,3100,18,3,2019,6,20,7,40,20,1
Vistara,Banglore,Delhi,0.0,4668,6,5,2019,9,45,12,35,50,2
IndiGo,Chennai,Kolkata,0.0,6297,12,3,2019,13,20,15,35,15,2
Air India,Delhi,Cochin,1.0,8907,27,5,2019,13,30,23,0,30,9
Air India,Delhi,Cochin,1.0,5704,21,3,2019,13,30,23,0,30,9
IndiGo,Kolkata,Banglore,0.0,4174,12,4,2019,15,15,17,45,30,2
Jet Airways,Kolkata,Banglore,1.0,11467,1,5,2019,17,0,9,45,45,16
IndiGo,Delhi,Cochin,1.0,5073,6,4,2019,7,35,12,10,35,4
Multiple carriers,Delhi,Cochin,1.0,6637,27,3,2019,11,40,21,0,20,9
Jet Airways,Delhi,Cochin,1.0,16289,27,5,2019,7,5,12,35,30,5
Jet Airways,Delhi,Cochin,1.0,14714,1,6,2019,15,0,4,25,25,13
Jet Airways,Banglore,New Delhi,1.0,20800,1,3,2019,11,40,9,0,20,21
IndiGo,Banglore,New Delhi,0.0,6860,21,3,2019,7,10,10,5,55,2
Multiple carriers,Delhi,Cochin,1.0,13587,9,6,2019,18,15,1,30,15,7
Jet Airways,Kolkata,Banglore,1.0,6224,12,6,2019,8,25,4,40,15,20
Jet Airways,Kolkata,Banglore,1.0,14151,24,5,2019,9,35,18,0,25,8
Jet Airways,Delhi,Cochin,1.0,10262,27,6,2019,10,0,19,0,0,9
IndiGo,Delhi,Cochin,1.0,6171,27,3,2019,4,55,16,10,15,11
IndiGo,Banglore,Delhi,0.0,3943,1,4,2019,6,5,8,50,45,2
Jet Airways,Delhi,Cochin,1.0,5963,21,3,2019,16,0,18,50,50,26
Vistara,Kolkata,Banglore,1.0,9345,18,5,2019,20,20,23,25,5,27
Jet Airways,Banglore,Delhi,0.0,4030,15,5,2019,11,10,14,5,55,2
Air India,Delhi,Cochin,1.0,5022,3,4,2019,20,30,23,0,30,26
Jet Airways,Delhi,Cochin,1.0,17024,6,3,2019,16,0,19,45,45,27
IndiGo,Delhi,Cochin,1.0,5761,15,4,2019,6,50,12,10,20,5
Multiple carriers,Delhi,Cochin,1.0,8266,12,6,2019,8,45,19,15,30,10
Jet Airways,Kolkata,Banglore,1.0,14151,6,6,2019,17,0,19,10,10,26
IndiGo,Kolkata,Banglore,0.0,4804,6,5,2019,22,15,0,50,35,2
Jet Airways,Kolkata,Banglore,1.0,14781,9,5,2019,8,25,18,15,50,9
IndiGo,Chennai,Kolkata,0.0,7295,6,3,2019,19,35,21,55,20,2
Jet Airways,Kolkata,Banglore,1.0,10953,12,5,2019,20,25,23,35,10,27
Multiple carriers,Delhi,Cochin,1.0,7198,1,6,2019,10,0,1,30,30,15
IndiGo,Delhi,Cochin,1.0,5054,21,5,2019,20,25,1,30,5,5
Jet Airways,Kolkata,Banglore,1.0,10844,18,5,2019,16,30,19,50,20,27
Jet Airways,Delhi,Cochin,2.0,18804,9,6,2019,11,40,19,0,20,7
Jet Airways,Delhi,Cochin,2.0,10919,27,6,2019,14,35,12,35,0,22
Jet Airways,Banglore,Delhi,0.0,5198,18,5,2019,11,10,14,5,55,2
Air India,Delhi,Cochin,1.0,6377,9,4,2019,8,0,19,15,15,11
IndiGo,Kolkata,Banglore,1.0,4176,12,5,2019,4,50,9,50,0,5
IndiGo,Kolkata,Banglore,0.0,4804,27,4,2019,9,35,12,20,45,2
Air India,Kolkata,Banglore,1.0,6535,24,3,2019,16,45,21,5,20,28
SpiceJet,Banglore,Delhi,0.0,3573,27,6,2019,9,30,12,20,50,2
Air India,Kolkata,Banglore,1.0,12173,24,3,2019,7,0,8,55,55,25
Jet Airways,Delhi,Cochin,2.0,9483,27,3,2019,19,10,19,45,35,24
IndiGo,Delhi,Cochin,1.0,5065,24,4,2019,20,25,1,30,5,5
Jet Airways,Kolkata,Banglore,1.0,10844,6,6,2019,14,5,20,45,40,6
Jet Airways,Banglore,New Delhi,1.0,13817,12,3,2019,21,25,10,25,0,13
IndiGo,Banglore,New Delhi,0.0,4238,24,3,2019,0,40,3,25,45,2
Jet Airways,Mumbai,Hyderabad,0.0,2228,15,5,2019,19,35,21,5,30,1
Air Asia,Banglore,Delhi,0.0,4282,12,5,2019,4,55,7,45,50,2
Jet Airways,Delhi,Cochin,2.0,13014,1,6,2019,19,30,12,35,5,17
Air Asia,Delhi,Cochin,1.0,13774,3,3,2019,16,45,22,15,30,5
Vistara,Kolkata,Banglore,1.0,8610,6,5,2019,7,10,18,50,40,11
IndiGo,Mumbai,Hyderabad,0.0,4784,6,3,2019,6,20,7,45,25,1
Air India,Banglore,Delhi,0.0,6121,15,4,2019,10,0,12,45,45,2
IndiGo,Kolkata,Banglore,0.0,4148,21,3,2019,5,30,8,20,50,2
SpiceJet,Mumbai,Hyderabad,0.0,1965,12,5,2019,22,45,0,15,30,1
Air India,Mumbai,Hyderabad,1.0,11678,6,3,2019,16,0,23,45,45,7
SpiceJet,Banglore,Delhi,0.0,4423,6,4,2019,5,55,8,35,40,2
Air India,Delhi,Cochin,2.0,10231,21,5,2019,22,0,19,15,15,21
Multiple carriers,Delhi,Cochin,1.0,11789,6,6,2019,11,40,19,0,20,7
Air India,Delhi,Cochin,1.0,5117,1,4,2019,9,45,9,25,40,23
Jet Airways,Kolkata,Banglore,1.0,14151,18,5,2019,9,35,21,5,30,11
Air India,Kolkata,Banglore,2.0,16057,15,5,2019,10,0,13,45,45,27
Jet Airways,Delhi,Cochin,2.0,13014,24,6,2019,5,30,4,25,55,22
Jet Airways,Banglore,New Delhi,1.0,7832,21,3,2019,7,0,21,20,20,14
Multiple carriers,Delhi,Cochin,1.0,7005,6,6,2019,11,40,21,0,20,9
Jet Airways,Banglore,New Delhi,1.0,19225,6,3,2019,8,0,15,15,15,7
Multiple carriers,Delhi,Cochin,1.0,17057,3,3,2019,2,15,11,30,15,9
Multiple carriers,Delhi,Cochin,1.0,6795,9,6,2019,11,40,1,30,50,13
Vistara,Kolkata,Banglore,1.0,8452,21,5,2019,7,10,22,40,30,15
Jet Airways,Kolkata,Banglore,1.0,14388,6,5,2019,21,10,9,20,10,12
Jet Airways,Delhi,Cochin,1.0,12898,21,5,2019,13,0,12,35,35,23
IndiGo,Delhi,Cochin,0.0,5021,27,4,2019,14,20,17,35,15,3
Vistara,Banglore,Delhi,0.0,5403,21,4,2019,9,45,12,35,50,2
IndiGo,Mumbai,Hyderabad,0.0,2754,27,3,2019,19,5,20,30,25,1
Vistara,Mumbai,Hyderabad,1.0,12395,6,3,2019,21,55,22,55,0,25
IndiGo,Delhi,Cochin,1.0,7048,27,3,2019,4,45,13,20,35,8
SpiceJet,Banglore,Delhi,0.0,3625,1,6,2019,5,55,8,35,40,2
Jet Airways,Kolkata,Banglore,1.0,14781,1,5,2019,14,5,22,35,30,8
SpiceJet,Mumbai,Hyderabad,0.0,1965,18,5,2019,5,45,7,15,30,1
Jet Airways,Delhi,Cochin,1.0,10262,15,6,2019,17,30,4,25,55,10
Jet Airways,Delhi,Cochin,2.0,15129,21,5,2019,23,5,4,25,20,29
Air India,Delhi,Cochin,2.0,9347,9,5,2019,7,5,9,25,20,26
Jet Airways,Banglore,Delhi,0.0,3502,15,5,2019,15,15,18,10,55,2
Vistara,Delhi,Cochin,0.0,6741,1,6,2019,14,40,17,50,10,3
Jet Airways,Banglore,New Delhi,1.0,14815,6,3,2019,14,5,5,5,0,15
Jet Airways,Banglore,Delhi,0.0,5769,12,6,2019,19,50,22,50,0,3
IndiGo,Banglore,Delhi,0.0,3943,1,6,2019,13,0,15,50,50,2
Vistara,Kolkata,Banglore,1.0,8452,1,5,2019,7,10,9,5,55,25
Air India,Delhi,Cochin,1.0,5117,27,3,2019,20,40,9,25,45,12
Jet Airways,Kolkata,Banglore,1.0,12121,1,5,2019,9,35,22,5,30,12
IndiGo,Delhi,Cochin,1.0,6582,27,6,2019,7,15,12,30,15,5
Air India,Mumbai,Hyderabad,0.0,3100,24,5,2019,21,5,22,25,20,1
Air Asia,Kolkata,Banglore,0.0,4384,18,3,2019,10,20,12,55,35,2
Air India,Kolkata,Banglore,0.0,4880,18,5,2019,20,45,23,20,35,2
Jet Airways,Banglore,Delhi,0.0,5198,1,5,2019,8,20,11,20,0,3
IndiGo,Kolkata,Banglore,0.0,4804,27,4,2019,14,25,16,55,30,2
IndiGo,Delhi,Cochin,1.0,16162,9,3,2019,4,45,12,55,10,8
Air India,Delhi,Cochin,2.0,15428,6,3,2019,5,55,7,40,45,25
SpiceJet,Banglore,Delhi,0.0,4423,27,4,2019,5,55,8,35,40,2
Jet Airways,Mumbai,Hyderabad,0.0,8040,21,5,2019,7,5,8,30,25,1
Air India,Banglore,New Delhi,1.0,14594,6,3,2019,11,50,8,55,5,21
Jet Airways,Kolkata,Banglore,1.0,14781,18,5,2019,20,0,9,20,20,13
Jet Airways,Delhi,Cochin,1.0,10262,9,6,2019,13,0,4,25,25,15
Jet Airways,Delhi,Cochin,0.0,4256,21,6,2019,11,0,14,15,15,3
SpiceJet,Banglore,New Delhi,0.0,6205,15,3,2019,9,35,12,30,55,2
Air Asia,Kolkata,Banglore,0.0,4384,6,3,2019,10,20,12,55,35,2
Air India,Delhi,Cochin,2.0,11228,18,5,2019,22,0,19,15,15,21
Jet Airways,Kolkata,Banglore,1.0,14231,24,3,2019,16,55,12,0,5,19
Jet Airways,Delhi,Cochin,1.0,10262,24,6,2019,20,55,12,35,40,15
Air Asia,Delhi,Cochin,1.0,6152,24,4,2019,7,55,22,25,30,14
Air India,Delhi,Cochin,1.0,8669,3,6,2019,3,50,19,15,25,15
SpiceJet,Chennai,Kolkata,0.0,3807,24,3,2019,8,20,10,35,15,2
Jet Airways,Delhi,Cochin,2.0,13292,3,6,2019,5,30,19,0,30,13
Jet Airways,Delhi,Cochin,1.0,14053,9,3,2019,18,15,18,50,35,24
Multiple carriers,Delhi,Cochin,1.0,13727,15,5,2019,15,0,1,30,30,10
Air India,Mumbai,Hyderabad,0.0,3100,12,6,2019,13,55,15,25,30,1
Jet Airways,Banglore,New Delhi,1.0,8147,24,3,2019,5,45,10,45,0,5
Multiple carriers,Delhi,Cochin,1.0,11264,27,6,2019,10,20,19,0,40,8
Air India,Delhi,Cochin,2.0,9181,24,6,2019,22,0,19,15,15,21
Jet Airways,Banglore,New Delhi,1.0,11087,18,3,2019,22,50,9,0,10,10
Jet Airways,Delhi,Cochin,1.0,12898,21,5,2019,20,55,19,0,5,22
Jet Airways,Banglore,Delhi,0.0,8016,27,6,2019,8,20,11,20,0,3
Air India,Delhi,Cochin,1.0,16142,3,3,2019,12,30,9,25,55,20
Air Asia,Banglore,Delhi,0.0,4483,3,5,2019,23,55,2,45,50,2
IndiGo,Kolkata,Banglore,0.0,4174,12,4,2019,9,35,12,20,45,2
IndiGo,Delhi,Cochin,1.0,6937,9,3,2019,21,5,1,45,40,4
GoAir,Delhi,Cochin,1.0,4959,3,6,2019,7,0,12,55,55,5
Jet Airways,Delhi,Cochin,2.0,14441,9,6,2019,5,30,12,35,5,7
Air India,Delhi,Cochin,0.0,5201,21,6,2019,5,10,8,0,50,2
IndiGo,Kolkata,Banglore,0.0,5224,24,5,2019,14,25,16,55,30,2
Air Asia,Kolkata,Banglore,1.0,6810,6,6,2019,7,35,23,30,55,15
IndiGo,Mumbai,Hyderabad,0.0,2227,21,5,2019,21,20,22,50,30,1
Air India,Kolkata,Banglore,2.0,12723,6,6,2019,5,50,23,15,25,17
Jet Airways,Banglore,New Delhi,1.0,12284,18,3,2019,11,40,8,15,35,20
IndiGo,Banglore,Delhi,0.0,3943,6,4,2019,22,10,1,0,50,2
Jet Airways,Kolkata,Banglore,1.0,10844,9,6,2019,6,30,12,0,30,5
Jet Airways,Delhi,Cochin,1.0,10262,15,6,2019,18,15,4,25,10,10
Jet Airways,Delhi,Cochin,2.0,15129,18,5,2019,13,25,12,35,10,23
Air India,Delhi,Cochin,2.0,10231,3,6,2019,22,0,19,15,15,21
SpiceJet,Kolkata,Banglore,1.0,6853,9,6,2019,8,35,17,15,40,8
Multiple carriers,Delhi,Cochin,1.0,14086,9,3,2019,16,0,1,35,35,9
Jet Airways,Delhi,Cochin,2.0,18909,9,3,2019,8,20,4,25,5,20
Jet Airways,Delhi,Cochin,2.0,15812,1,6,2019,11,40,19,0,20,7
Multiple carriers,Delhi,Cochin,1.0,13727,18,5,2019,7,5,21,0,55,13
IndiGo,Banglore,New Delhi,0.0,6144,3,3,2019,23,30,2,20,50,2
Jet Airways,Delhi,Cochin,1.0,12898,21,5,2019,8,0,4,25,25,20
Jet Airways,Banglore,Delhi,0.0,6144,24,5,2019,17,45,20,45,0,3
Jet Airways,Kolkata,Banglore,1.0,12121,1,5,2019,20,25,10,55,30,14
Jet Airways,Delhi,Cochin,1.0,5406,1,4,2019,10,0,12,35,35,26
SpiceJet,Delhi,Cochin,1.0,5899,15,4,2019,15,45,22,5,20,6
SpiceJet,Banglore,New Delhi,0.0,3873,24,3,2019,20,30,23,20,50,2
IndiGo,Kolkata,Banglore,0.0,4804,3,5,2019,22,15,0,50,35,2
IndiGo,Mumbai,Hyderabad,0.0,4049,12,5,2019,6,25,7,55,30,1
SpiceJet,Chennai,Kolkata,0.0,3597,15,6,2019,8,20,10,35,15,2
Air India,Mumbai,Hyderabad,2.0,12119,12,3,2019,6,0,19,25,25,37
Jet Airways,Delhi,Cochin,1.0,12898,27,5,2019,22,50,19,0,10,20
IndiGo,Kolkata,Banglore,0.0,6064,1,6,2019,14,25,16,55,30,2
IndiGo,Delhi,Cochin,1.0,6416,15,6,2019,8,30,21,0,30,12
SpiceJet,Delhi,Cochin,1.0,4957,1,4,2019,17,55,22,50,55,4
Air Asia,Delhi,Cochin,1.0,8327,9,3,2019,16,45,22,15,30,5
Jet Airways,Delhi,Cochin,2.0,15812,12,6,2019,11,40,19,0,20,7
Jet Airways,Kolkata,Banglore,1.0,10953,9,5,2019,20,25,10,55,30,14
IndiGo,Chennai,Kolkata,0.0,3850,24,5,2019,5,15,7,40,25,2
Jet Airways,Delhi,Cochin,2.0,13029,21,5,2019,19,30,12,35,5,17
Jet Airways,Kolkata,Banglore,1.0,10844,6,6,2019,16,30,22,35,5,6
Vistara,Kolkata,Banglore,1.0,8610,1,4,2019,17,0,18,50,50,25
Jet Airways,Delhi,Cochin,1.0,16289,21,5,2019,7,5,12,35,30,5
Multiple carriers,Delhi,Cochin,1.0,8266,21,5,2019,12,50,19,15,25,6
IndiGo,Chennai,Kolkata,0.0,3597,3,6,2019,19,35,21,55,20,2
SpiceJet,Chennai,Kolkata,0.0,3543,1,6,2019,17,45,20,5,20,2
Multiple carriers,Delhi,Cochin,1.0,9042,21,3,2019,7,0,13,20,20,6
Jet Airways,Delhi,Cochin,2.0,10929,21,3,2019,19,10,4,25,15,33
Jet Airways,Banglore,Delhi,0.0,5198,12,4,2019,6,0,8,45,45,2
IndiGo,Chennai,Kolkata,0.0,3597,21,6,2019,19,35,21,55,20,2
Jet Airways,Delhi,Cochin,2.0,13292,27,6,2019,21,25,19,0,35,21
Jet Airways,Delhi,Cochin,1.0,5406,6,4,2019,8,0,19,0,0,11
IndiGo,Mumbai,Hyderabad,0.0,2754,3,5,2019,2,35,4,5,30,1
Jet Airways,Delhi,Cochin,1.0,15764,6,3,2019,19,45,4,25,40,8
Jet Airways,Kolkata,Banglore,1.0,10703,15,5,2019,9,35,21,5,30,11
Air India,Delhi,Cochin,0.0,7931,3,3,2019,5,10,8,0,50,2
Jet Airways,Delhi,Cochin,2.0,15129,9,5,2019,23,5,19,0,55,19
Air India,Banglore,New Delhi,0.0,3758,24,3,2019,6,10,8,55,45,2
Jet Airways,Kolkata,Banglore,1.0,8586,12,5,2019,8,25,19,50,25,11
IndiGo,Mumbai,Hyderabad,0.0,2754,24,6,2019,19,5,20,35,30,1
Air India,Kolkata,Banglore,2.0,11411,12,5,2019,5,50,23,15,25,17
Air India,Delhi,Cochin,1.0,6902,21,3,2019,9,0,19,15,15,10
Air Asia,Kolkata,Banglore,0.0,3782,21,3,2019,22,50,1,20,30,2
SpiceJet,Kolkata,Banglore,0.0,3873,9,5,2019,9,0,11,25,25,2
Jet Airways,Mumbai,Hyderabad,0.0,4050,1,6,2019,7,5,8,30,25,1
Air India,Kolkata,Banglore,2.0,14960,12,6,2019,9,50,23,15,25,13
Air India,Kolkata,Banglore,1.0,8891,12,5,2019,9,25,11,10,45,25
Multiple carriers,Delhi,Cochin,1.0,6630,21,3,2019,4,45,19,15,30,14
IndiGo,Banglore,Delhi,0.0,4823,15,6,2019,18,25,21,20,55,2
Multiple carriers,Delhi,Cochin,1.0,11789,12,6,2019,8,45,19,0,15,10
Jet Airways,Kolkata,Banglore,1.0,13067,6,5,2019,17,0,21,5,5,28
Air India,Kolkata,Banglore,2.0,11642,18,5,2019,16,50,5,35,45,12
Jet Airways,Kolkata,Banglore,1.0,9899,12,6,2019,14,5,23,35,30,9
Air India,Kolkata,Banglore,1.0,10203,6,6,2019,7,0,20,25,25,13
IndiGo,Banglore,Delhi,0.0,4823,27,5,2019,20,0,22,50,50,2
Multiple carriers,Delhi,Cochin,1.0,13568,21,3,2019,6,40,18,50,10,12
SpiceJet,Kolkata,Banglore,0.0,3847,27,3,2019,9,0,11,30,30,2
Jet Airways,Delhi,Cochin,1.0,10262,3,6,2019,20,55,12,35,40,15
IndiGo,Delhi,Cochin,1.0,10482,9,3,2019,2,5,7,10,5,5
Air Asia,Kolkata,Banglore,0.0,4409,18,5,2019,22,50,1,20,30,2
Air India,Delhi,Cochin,1.0,15197,3,3,2019,8,0,19,15,15,11
Air India,Mumbai,Hyderabad,0.0,3625,1,5,2019,21,5,22,25,20,1
IndiGo,Banglore,Delhi,0.0,3943,15,5,2019,13,0,15,50,50,2
Jet Airways,Kolkata,Banglore,1.0,10844,21,5,2019,20,0,4,40,40,8
